INFO  2017-11-11 15:12:17,850 [5    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery-1.8.0.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:17,852 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/typography.css'. Physical path: 'N/A'
INFO  2017-11-11 15:12:17,856 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/screen.css'. Physical path: 'N/A'
INFO  2017-11-11 15:12:17,858 [12   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:17,885 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/reset.css'. Physical path: 'N/A'
INFO  2017-11-11 15:12:17,950 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 329.8131ms 200 text/css
INFO  2017-11-11 15:12:17,961 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 301.9296ms 200 text/css
INFO  2017-11-11 15:12:17,982 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/object-assign-pollyfill.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,003 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 187.8756ms 200 text/css
INFO  2017-11-11 15:12:18,033 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/jquery.wiggle.min.js  
INFO  2017-11-11 15:12:18,060 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/jquery.ba-bbq.min.js  
INFO  2017-11-11 15:12:18,069 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/jquery.slideto.min.js  
INFO  2017-11-11 15:12:18,111 [5    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,122 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 367.5625ms 200 application/javascript
INFO  2017-11-11 15:12:18,137 [15   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,174 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/handlebars-4.0.5.js  
INFO  2017-11-11 15:12:18,185 [13   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,205 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery.wiggle.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,212 [5    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery.slideto.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,231 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery.ba-bbq.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,237 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/lodash.min.js  
INFO  2017-11-11 15:12:18,254 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 238.3247ms 200 application/javascript
INFO  2017-11-11 15:12:18,258 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 228.5176ms 200 application/javascript
INFO  2017-11-11 15:12:18,264 [6    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,280 [12   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,292 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 246.234ms 200 application/javascript
INFO  2017-11-11 15:12:18,304 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/backbone-min.js  
INFO  2017-11-11 15:12:18,333 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/handlebars-4.0.5.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,348 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/lodash.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,438 [15   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,473 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/highlight.9.1.0.pack.js  
INFO  2017-11-11 15:12:18,477 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.min.js  
INFO  2017-11-11 15:12:18,497 [13   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,508 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/backbone-min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,517 [5    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,532 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 916.773ms 200 application/javascript
INFO  2017-11-11 15:12:18,540 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 160.0401ms 200 application/javascript
INFO  2017-11-11 15:12:18,597 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 242.7453ms 200 application/javascript
INFO  2017-11-11 15:12:18,601 [5    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,624 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/highlight.9.1.0.pack_extended.js  
INFO  2017-11-11 15:12:18,630 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/highlight.9.1.0.pack.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,686 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/marked.js  
INFO  2017-11-11 15:12:18,724 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 329.5077ms 200 application/javascript
INFO  2017-11-11 15:12:18,728 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/jsoneditor.min.js  
